address,ID,categories,city,latitude,longitude,name,postal_code,review_count,stars_business
1754 S Hicks St,l8VedGQFMLtTz2zRmpTlxA,"Indonesian, Singaporean, Restaurants, Asian Fusion, Specialty Food, Food, Ethnic Food",Philadelphia,39.9284359,-75.1712655,Hardena/Waroeng Surabaya Restaurant,19145,383,4.5
1700 E Passyunk Ave,mBgaPljP3OYkl_vGKTyFNw,"Bars, Nightlife, Restaurants, Pizza, Beer Bar, Italian",Philadelphia,39.9286739096,-75.1650932751,LaScala's Birra,19148,383,4.0
1113 Market St,JVZ_c3k01uAIas5B61iISg,"Restaurants, Nightlife, Sandwiches, Music Venues, Arts & Entertainment, American (New), Cafes, Burgers, American (Traditional)",Philadelphia,39.9520316095,-75.1596930614,Hard Rock Cafe,19107,382,3.0
15 S 3rd St,j6usntbtSzFyuwx4n2mn1g,"Restaurants, Mexican",Philadelphia,39.9499940204,-75.1454153298,Las Bugambilias,19106,381,4.0
1430 Walnut St,V8we7-uCa-SouadZmZ9Ieg,"Restaurants, Salad, American (Traditional), American (New), Seafood, Food, Desserts",Philadelphia,39.9491039,-75.1658813,The Cheesecake Factory,19102,381,3.0
140 S 20th St,WgyhlYg3fnSgco4qLa20cg,"Ethiopian, Imported Food, Restaurants, Coffee & Tea, American (Traditional), Ethnic Food, Specialty Food, Food",Philadelphia,39.9506628,-75.1739332,Almaz Cafe,19103,381,4.0
7136 Germantown Ave,ulfMNXHzGVleRf2U5KwiQQ,"Pizza, Food, Breweries, American (New), Restaurants",Philadelphia,40.059176,-75.1904467,Earth Bread + Brewery,19119,380,4.0
1523 S 8th St,hX_8ZUmIqWFWzjdiPrf23w,"Bakeries, Restaurants, Food, Desserts",Philadelphia,39.9297933,-75.1580422,Termini Bros Bakery,19147,380,4.5
101 N 11th St,ZNWox30LIv7hV5k5YP8tCQ,"Gastropubs, Food, American (New), Restaurants, Nightlife, Tapas Bars, Beer, Wine & Spirits, Bars, Sports Bars",Philadelphia,39.9540709,-75.1576818,Bar-Ly Chinatown,19107,380,4.0
6030 Torresdale Ave,kkcQYuF3w5iHnHMf0EnRhQ,"Sandwiches, Restaurants, Cheesesteaks",Philadelphia,40.0185131,-75.0581372,Joe's Steaks + Soda Shop,19135,380,4.5
1701 Spruce St,DhZVpgeBKxoLd91MiwTxpg,"Italian, Food, Restaurants",Philadelphia,39.9477642,-75.1696977,La Fontana Della Citta,19103,379,3.0
12th St & Arch St,Og1HekJMHKqsvtWaUp9V8g,"Food, Restaurants, Desserts, Local Flavor",Philadelphia,39.953807711,-75.1586299373,Flying Monkey Bakery,19176,378,3.5
59 N 11th St,fcpHrRopilvsBwUajFB5rw,"Restaurants, Chinese, Dim Sum",Philadelphia,39.9532889,-75.1578543,Dim Sum Garden,19107,377,4.0
1516 Tasker St,a62d7e_xXeljJcOUHkJjkg,"Vegetarian, Asian Fusion, Thai, Restaurants",Philadelphia,39.9306471,-75.1707286,Circles Contemporary Asian,19145,377,3.5
2028 Chestnut St,vuE1iseFrgNPumUEfHIZZQ,"French, Restaurants, Thai, Asian Fusion",Philadelphia,39.9521034288,-75.174737909,JJ Thai Cuisine,19103,376,4.5
440 S Broad St,uIZwBkvWicqyWraXvYOipw,"Restaurants, American (New)",Philadelphia,39.9455017733,-75.1653677598,Sbraga,19146,375,4.0
2604 E Somerset St,gQCKrqkalAc--4cuW_C_Ow,"Pizza, Restaurants",Philadelphia,39.980483,-75.11303,Tacconelli's Pizzeria,19134,372,4.0
3931 Walnut St,bgxDswHIdFP0Go0pNfyAAw,"Specialty Food, Food, Sandwiches, Middle Eastern, Vegetarian, Ethnic Food, Restaurants, Mediterranean, Greek, Salad",Philadelphia,39.954349,-75.2021586,Hummus Grill,19104,372,4.0
1700 S 6th St,7yPzOek7Af2dKWGYKpcHWA,"Restaurants, Cambodian",Philadelphia,39.9274110049,-75.1556555182,Khmer Kitchen,19148,372,4.5
147 N 3rd St,i6jA8vSHrP9LiUPHlqPVwA,"Food, Mediterranean, Coffee & Tea, Restaurants",Philadelphia,39.9535194938,-75.1448114998,Cafe Olé,19106,371,4.0
941 Spring Garden St,8yZzf0gdWpSmY6ziyq7hKQ,"Vegetarian, Food, Venezuelan, Cafes, Latin American, Desserts, Restaurants",Philadelphia,39.9619035,-75.1543329,Sazon Restaurant & Cafe,19123,370,4.0
1532 Snyder Ave,qaDImxPguQz0jToNYvB1Eg,"Mexican, Restaurants, Vegetarian, Coffee & Tea, Juice Bars & Smoothies, Cafes, Desserts, Bakeries, Food, Breakfast & Brunch",Philadelphia,39.924584,-75.172676,Café y Chocolate,19145,369,4.5
208 W Washington Square,EreYgrQPuR7Sk_FKeZZg9g,"American (Traditional), Food, Bakeries, Specialty Food, Restaurants, Bars, Ethnic Food, Cafes, Beer Bar, Coffee & Tea, American (New), Nightlife",Philadelphia,39.9472825,-75.1536278,Talula's Daily,19106,368,4.5
1743 South St,sL6fC0P4C-gyL4E5gacUeQ,"Sandwiches, Restaurants, Pizza, Italian, Salad",Philadelphia,39.944571,-75.171679,Lazaro's Pizzeria & Grill,19146,368,4.0
7152 Ogontz Ave,32It9NN_lVismU9tcuLB0A,"Caterers, Arts & Entertainment, Nightlife, Desserts, Jazz & Blues, Event Planning & Services, Food, Seafood, Southern, Soul Food, Restaurants",Philadelphia,40.0634207,-75.1531244,Relish,19138,368,3.5
122 S 12th St,HrIEc9gVWWnjqn9OiglrVQ,"Fast Food, Restaurants, Delis, Sandwiches, Event Planning & Services, Cheesesteaks, American (New), Caterers",Philadelphia,39.9494836,-75.1606662,Jakes Sandwich Board - 12th St,19107,368,4.0
615 Chestnut St,RZtGWDLCAtuipwaZ-UfjmQ,"Pizza, Restaurants, Italian, Salad",Philadelphia,39.949529,-75.152139,LaScala's,19106,367,3.5
725 Walnut St,wocwfwSFrNfYJRyfYSi1Cw,"Restaurants, Bagels, Coffee & Tea, Sandwiches, Food, Soup, Salad",Philadelphia,39.9481128,-75.1536477,Knead Bagels,19106,367,4.5
929 Walnut St,elSnD7Vuxnlg5_9gTqBqmA,"Restaurants, Pizza, Italian, Gluten-Free",Philadelphia,39.9485666341,-75.157169,Barra Rossa Ristorante,19107,366,3.5
2206 Christopher Columbus Blvd,Rzx2E5XgTeGU7FEbUZ-bGg,"Kitchen & Bath, Shopping, Restaurants, Furniture Stores, Nurseries & Gardening, Home Decor, Appliances, Home & Garden",Philadelphia,39.9171275,-75.1418318,IKEA,19148,365,3.0
1009 S 8th St,tBQcVd9c0EHKAXLZn_v54g,"Restaurants, French, Specialty Food, Food",Philadelphia,39.9365031566,-75.1566941459,Bibou,19147,364,4.5
430 Walnut St,wuH4TPUo8oJo4E59xZKsNg,"Pizza, Vegetarian, Restaurants, Vegan",Philadelphia,39.9492067124,-75.1659201062,&pizza - Walnut,19102,364,4.5
3801 Chestnut St,bdteJqgoj0OaALhj9RFtmw,"Italian, Korean, Restaurants",Philadelphia,39.9556166133,-75.1989265346,Koreana,19104,363,3.5
7619 Germantown Ave,kK1re49IK3jmCYTL6B6_lw,"Restaurants, Delis, Breakfast & Brunch, American (Traditional), Diners, Bagels, Food",Philadelphia,40.065613,-75.195784,Trolley Car Diner,19119,363,3.5
51 N 12th St,pWzrmh1oiU9ngWXGHKnnwQ,"Restaurants, American (New), Breakfast & Brunch, Diners",Philadelphia,39.9530183899,-75.1594000959,Down Home Diner,19107,362,3.0
1115 Walnut St,XsfuqDqw9eOaQ_2FCv5MuQ,"Halal, Restaurants, Indian, Fast Food, Nightlife",Philadelphia,39.9491761,-75.159714,Masala Kitchen Kati Rolls and Platters,19107,361,4.0
1100 Pattison Ave,s-Ff-8M5-AR-5jl59lCj1w,"Restaurants, Nightlife, American (New), Food, Sports Bars, Bars, Breweries, Beer, Wine & Spirits",Philadelphia,39.9044484999,-75.1696318388,Xfinity Live! Philadelphia,19148,361,3.0
1800 Federal St,kfpwO_cdVQdTh2_oMDZ51Q,"Restaurants, Bars, Nightlife, American (New)",Philadelphia,39.936536,-75.17375,American Sardine Bar,19146,359,4.0
1536 E Passyunk Ave,HngRiL6Z3DFTDnNsXZ0TQw,"Nightlife, Tapas/Small Plates, American (New), Bars, Restaurants",Philadelphia,39.930249,-75.163265,Stateside,19147,358,3.5
1500 South St,oXr3EhnQCqA8SNWIZ3H4Fg,"Breakfast & Brunch, Cafes, Coffee & Tea, Food, Restaurants",Philadelphia,39.9437411,-75.1673474,Little Spoon Cafe,19146,358,4.0
230 Market St,U2y7fsqDgxAXskoJNVxbwg,"Sandwiches, Coffee & Tea, Restaurants, Ice Cream & Frozen Yogurt, Food, Desserts",Philadelphia,39.9499567,-75.1449039,Happily Ever After,19106,358,4.0
1508 South St,K0JZOvCUgYtbPjcDzys_kw,"Restaurants, Nightlife, American (New), Bars",Philadelphia,39.9437655,-75.1676029,The Cambridge,19146,358,3.5
2005 Walnut St,xWfm4AwLZr-B97fYVsIgCA,"Nightlife, Gastropubs, French, Beer Bar, Pubs, Bars, Restaurants, American (New), Wine Bars, Cocktail Bars",Philadelphia,39.9506754,-75.1740099,Tria Taproom,19103,357,4.5
116 S 18th St,Cjwb7VQGP0u2eWYj1wnO3g,"Lounges, Restaurants, Greek, Nightlife, Bars, Japanese, Mediterranean",Philadelphia,39.9511992,-75.1706583,Vango Lounge & Skybar,19103,357,2.0
816 S 47th St,SPEXSaryxJmVpy8QoRz7Tg,"Vietnamese, Restaurants",Philadelphia,39.9481782,-75.2168865,Vietnam Cafe,19143,357,4.0
51 N 12th St,SHYPQbYqbfK4CwTDjtBH7Q,"Food, Desserts, Bakeries, Restaurants",Philadelphia,39.9530717477,-75.1594193432,The Famous 4th Street Cookie Company,19107,356,4.0
110 S 19th St,1vPSY4EA-fTRIZYz1Ruzow,"Bakeries, American (Traditional), Mediterranean, Food, Restaurants, Cafes",Philadelphia,39.951593,-75.172171,K'Far Cafe,19103,356,4.5
901 S 8th St,K6hAv8V2cTuXQtU3VHAD6w,"Mexican, Restaurants",Philadelphia,39.9384274,-75.1561557,Tres Jalapenos,19147,354,3.5
2491 Grant Ave,UdcLHHBRIxtelgbKBnhitA,"Burgers, Juice Bars & Smoothies, Food, Restaurants, Ice Cream & Frozen Yogurt, Breakfast & Brunch, Desserts, Diners",Philadelphia,40.0794684018,-75.0253902955,Nifty Fifty's,19114,352,3.5
2031 Sansom St,PhLYLCjM_dS_seS_fMBVeg,"Nightlife, Restaurants, American (Traditional), Comedy Clubs",Philadelphia,39.9515214293,-75.1748099467,Helium Comedy Club,19103,352,3.5
555 S Columbus Blvd,ckF4SrqKfSm8ndr88on1dA,"American (Traditional), Restaurants, Event Planning & Services, Breakfast & Brunch, Seafood, Venues & Event Spaces, Steakhouses",Philadelphia,39.9411270506,-75.1404787123,Chart House,19147,352,2.5
114 S 13th St,tf2nzjkP8XGIeU-lg767XA,"Mediterranean, Restaurants, Wine Bars, Bars, Nightlife, Italian",Philadelphia,39.9498038,-75.1620581,Tredici Enoteca,19107,352,4.5
48 S 2nd St,L0zMk5SXnqR0JLEe0XY20g,"Nightlife, Sandwiches, American (New), Restaurants, Bars, Local Flavor",Philadelphia,39.948832,-75.144063,Sassafras Bar,19106,352,4.5
6600 N 5th St,QWqKTWQ2OiDgo3dzNkpung,"Korean, Restaurants",Philadelphia,40.0520643,-75.1273939,Jong Ka Jib,19126,351,4.5
940 S 9th St,VwZ5NDbIu3elGQI6MzcXBA,"Food, Beer, Wine & Spirits, Nightlife, Restaurants, Bars, Cocktail Bars, Mexican",Philadelphia,39.9377652566,-75.1583243076,Blue Corn,19147,350,4.5
1537 S 11th St,T_6e0SgNuKotySgVS8O1UQ,"American (New), Bars, Seafood, Restaurants, Nightlife",Philadelphia,39.9298755856,-75.162953,Fond,19147,350,4.5
3025 Walnut St,-5Rah4ZvWsDu4oilUZxhtw,"Nightlife, Arts & Entertainment, Restaurants, Music Venues, American (New), Bars, Jazz & Blues",Philadelphia,39.9520744759,-75.1851766256,World Cafe Live,19104,350,4.0
2301 Fairmount Ave,DRr5xdfHtqgWfhmdTU1B8Q,"Breakfast & Brunch, Italian, Restaurants, American (New)",Philadelphia,39.9675638,-75.1754915,London Grill,19130,350,3.0
789 Franklin Mills Cir,l8gAoQqqVfphPe9jmIJZ3g,"Korean, Barbeque, Hot Pot, Restaurants",Philadelphia,40.0924685,-74.9629393,K-POT Korean BBQ & Hot Pot,19154,349,4.5
625-27 S 6th St,cwn_MBPFUJtme68WURSgKA,"Food, Breweries, Nightlife, Pubs, Sandwiches, Comfort Food, Bars, Beer Bar, Restaurants, Breakfast & Brunch, American (New), Sports Bars, Gastropubs",Philadelphia,39.9412093,-75.1522391,Bainbridge Street Barrel House,19147,347,3.0
19 W Girard Ave,mUdjeVjdsiOQMBK41x0Bow,"Mexican, Nightlife, Restaurants, Cocktail Bars, Sports Bars, Bars",Philadelphia,39.9688395,-75.1351413,Sancho Pistola's,19125,347,4.0
269 S 20th St,zujdPV3HT-Y-CKE1GgkMHQ,"Coffee & Tea, Bakeries, Food, Soup, Breakfast & Brunch, Restaurants",Philadelphia,39.9484101,-75.174133,The Bakeshop on 20th,19103,346,4.5
3400 Lancaster Ave,ZMejgg0By-DI2wyQWezBbQ,"Nightlife, Japanese, Restaurants, Bars, Sushi Bars, Ramen",Philadelphia,39.9572977379,-75.1920437233,Ramen Bar,19104,343,3.5
1126 Walnut St,q1VOESxR99qJvpubnNxyJQ,"French, Coffee & Tea, Cafes, Food, Restaurants",Philadelphia,39.9487531332,-75.1600949582,Caribou Cafe,19107,341,3.0
247 S 17th St,sdWuLh-auc0nC2Jy6_26AQ,"Bars, Pubs, Irish Pub, Nightlife, Sports Bars, Restaurants, American (New)",Philadelphia,39.9484223,-75.1692901,The Black Sheep Pub & Restaurant,19103,339,3.5
"1516 Sansom St, 2nd Floor",bfiO0n663Ej36svzuRuVtA,"Nightlife, Breweries, Pubs, Bars, Food, American (New), Restaurants",Philadelphia,39.950221,-75.166583,Nodding Head Brewery & Restaurant,19102,339,3.5
1136 Arch St,D2OcZHMkznF5bbelwZ7TPw,"American (New), Breakfast & Brunch, Gastropubs, Restaurants",Philadelphia,39.9531200778,-75.1589835418,Molly Malloy's,19107,339,4.0
614 S 7th St,L_Rwy6oSAnMUY3NCDspxmA,"Nightlife, Wine Bars, Breakfast & Brunch, Bars, Restaurants, Cocktail Bars, Brasseries, French",Philadelphia,39.941969,-75.154207,The Good King Tavern,19147,338,4.0
4343 Main St,swcfmflnWlhnbvPOHvPq_A,"Restaurants, Thai, Noodles",Philadelphia,40.025630123,-75.2234600857,Chabaa Thai Bistro,19127,338,4.0
1515 S 4th St,9A5Gw0At6so0x-vWM0_JZw,"Coffee & Tea, Vegetarian, Food, Restaurants, Vegan",Philadelphia,39.929015,-75.1517365,Grindcore House,19147,338,4.5
538 N 4th St,Ea4G-2lAbodTM7FBaSO-tQ,"Cheesesteaks, Burgers, Restaurants, Pizza, Caterers, Food Delivery Services, Food, Event Planning & Services",Philadelphia,39.9615077,-75.1450865,Del Rossi's Cheesesteak,19123,338,3.5
426 W Girard Ave,I5KZm-NnxYeEQsmp6nK5_w,"Food, Tacos, Mexican, Latin American, Restaurants, Spanish",Philadelphia,39.9698623,-75.1439919,Las Cazuelas Restaurant BYOB,19123,338,4.0
4460 Main St,KfIPQSLSj_rJ9zbsdO7wFQ,"Comfort Food, American (Traditional), Restaurants, Sandwiches, Breakfast & Brunch",Philadelphia,40.0267886888,-75.2267333767,Greg's Kitchen,19127,337,4.0
"1000 Frankford Ave, Ste 1",ZQc6EvnfQXtIK-8w-d0N5Q,"American (New), Cocktail Bars, Bartenders, Nightlife, Bars, Event Planning & Services, Restaurants",Philadelphia,39.96486,-75.13463,Mad Rex,19125,337,3.5
4000 Spruce St,C_EtrXTygRX5RTUOKtO6Dg,"Nightlife, Bars, Restaurants, American (Traditional)",Philadelphia,39.9515586,-75.2032578,Copabanana,19104,334,3.0
2 Rector St,5hvO_zH7B1n2humawoPHrw,"Restaurants, Bars, American (New), Cajun/Creole, Nightlife",Philadelphia,40.0242614,-75.2222218,Bourbon Blue,19127,334,3.5
1527 S 4th St,hdtnpHXn-iIFTzPLvoOK0Q,"Salad, Breakfast & Brunch, Sandwiches, Restaurants",Philadelphia,39.9288513959,-75.1521847471,The Dutch,19147,334,4.0
123 N 10th St,POuaebsAeCyNx-8qZ3O7XQ,"Taiwanese, Chinese, Shanghainese, Restaurants",Philadelphia,39.9541205693,-75.1560343422,Shang Hai 1,19107,332,4.0
4510 City Ave,vrQCClTDrPSbIHO-ub8qFg,"Latin American, Peruvian, Chicken Shop, Restaurants, Sandwiches",Philadelphia,40.0030483,-75.2219283,Sardi's Pollo A La Brasa,19131,332,4.0
261 S 17th St,9_B5sCqKBOKDAmYpByiFFg,"Breakfast & Brunch, Italian, Food, Restaurants, Desserts",Philadelphia,39.9480133,-75.1693585,Branzino Italian Ristorante,19103,331,3.5
775 S Front St,LzVvcVm48zYIcQnwLKt1oA,"Bars, Restaurants, Cajun/Creole, American (Traditional), Breakfast & Brunch, Barbeque, Nightlife",Philadelphia,39.9378923,-75.144601,Catahoula,19147,330,4.0
1111 Walnut St,fneeyCOYV5-oVeQP0TACog,"American (Traditional), Restaurants, Nightlife, American (New), Bars, Hot Dogs",Philadelphia,39.948898,-75.159717,Destination Dogs,19107,329,4.5
1634 South St,9-tZDrMjJYBbpCJoU3WXAQ,"Indian, Restaurants",Philadelphia,39.9440532,-75.1699635,Indian Restaurant,19146,328,3.5
1524 Sansom St,NYj8uB9-u0SmRMNDNktb1g,"Nightlife, Restaurants, Bars, Dive Bars",Philadelphia,39.9502531,-75.1668064,Oscar's Tavern,19102,328,4.0
4040 Locust St,lS42krxXMm-HIk7dntRsKQ,"Asian Fusion, Thai, Soup, Restaurants, French, Salad",Philadelphia,39.9529055,-75.204785,Pattaya,19104,327,3.5
135 N 9th St,muCelHtTlX5PrJd8JKkf_w,"Food, Health Markets, Restaurants, Specialty Food, Vegetarian, Kosher, Chinese, Ukrainian, Vegan",Philadelphia,39.95445,-75.1543215,New Harmony Vegetarian Restaurant,19107,327,4.0
1617 E Passyunk Ave,fEqiXG_B-fn__w0aeF3nBQ,"French, American (New), Restaurants",Philadelphia,39.9294148,-75.1637155,Laurel,19148,326,4.5
8500 Essington Ave,9Qe5ib0bCgRITjYn-iA-Bg,"Nightlife, Food, Beer, Wine & Spirits, Restaurants, Breakfast & Brunch, Bars, American (New), Seafood, Gluten-Free",Philadelphia,39.876009,-75.242965,Legal Sea Foods,19153,326,4.0
202 S 13th St,wPi7p5fZyGTOjDU28IlTqA,"Restaurants, Bars, American (Traditional), Gay Bars, Dance Clubs, Nightlife, Pubs",Philadelphia,39.949064,-75.16241,Woody's,19107,325,3.0
220 S 17th St,0mijbNf-7wiKJ9xto1pAyg,"Breakfast & Brunch, Restaurants, Mediterranean",Philadelphia,39.9493776356,-75.169540979,Spice Finch,19103,325,4.5
219 S 17th St,5YkucjpFYEhg4gsWU4B1hQ,"Restaurants, Diners, Breakfast & Brunch, Sandwiches",Philadelphia,39.949326,-75.169019,Little Pete's Restaurant,19103,324,3.5
1511 South St,LtLbT776NOAjva1ttA2h3w,"Restaurants, Pizza, Vegetarian, Salad, Italian",Philadelphia,39.944064,-75.1676029,The QUICK FIXX,19146,324,4.0
14 N Front St,0bvtIbpsqBJZpRKSPwIfNw,"Hotels & Travel, Bars, Food, Wine Bars, Beer, Wine & Spirits, Event Planning & Services, Nightlife, Hotels, Gluten-Free, Restaurants, Italian",Philadelphia,39.950201,-75.142285,Panorama,19106,324,4.0
1150 Market St,KrKQChZ1hwHHVaUK9Zc-Ag,"Food, Breweries, Restaurants, American (Traditional), Brewpubs",Philadelphia,39.9515764639,-75.1596684381,Iron Hill Brewery & Restaurant,19107,324,4.0
627 S 3rd St,1yuSWypzGewvhNZSwUlvPw,"American (New), Restaurants, Bars, Breakfast & Brunch, Nightlife",Philadelphia,39.9406135,-75.147572,Ela,19147,323,4.0
1801 Lombard St,68ThEdiK0eWCEgGEmV9Tng,"Breakfast & Brunch, American (Traditional), Korean, Restaurants, Gastropubs, Nightlife, Bars, Cocktail Bars",Philadelphia,39.9455687,-75.1717901,Southgate,19146,323,4.0
1334 Walnut St,T8NWs6flR26edfhhwJNhNA,"Mediterranean, Middle Eastern, Restaurants",Philadelphia,39.9491798,-75.1635651,Sahara Grill,19107,322,4.0
3428 Sansom St,41LEg4ZgFDVnZfToxGXiGA,"Coffee & Tea, Comfort Food, Donuts, Food, Restaurants",Philadelphia,39.9535536,-75.1931768,Federal Donuts,19104,322,4.0
4201 Chestnut St,9OhPfV0C3Q49l5tSre2MuQ,"Food, Ethnic Food, Indian, Middle Eastern, Pakistani, Halal, Specialty Food, Barbeque, Restaurants",Philadelphia,39.9564795,-75.2065288,Kabobeesh,19104,322,3.5
1019 S 11th St,Iyopb5uFIBT_HOgp8ipSfw,"Vietnamese, Restaurants",Philadelphia,39.9376867,-75.1610435,Le Viet Restaurant,19147,322,4.0
104 South 18th St,XQWZQjC73fCTRGWnD18-Eg,"American (Traditional), Restaurants, American (New)",Philadelphia,39.9514489,-75.1705213,Mac Mart,19103,321,4.0
701 N Seventh St,-Or44IdY51Ukd618kikmtA,"Restaurants, Donuts, Chicken Wings, Food, Coffee & Tea",Philadelphia,39.9641791314,-75.1494241306,Federal Donuts,19123,321,4.0
2120 Fairmount Ave,-v8dtO9BZmKidXLMohiQhQ,"Bars, Nightlife, Restaurants, Barbeque, Whiskey Bars, American (New), Sports Bars",Philadelphia,39.9670245,-75.1729544,Urban Saloon,19130,320,3.0
1000 Arch St,688sqo63oc2y535vI2UbhQ,"Restaurants, Vietnamese",Philadelphia,39.9533132,-75.1565235,Pho Cali Vietnamese Restaurant,19107,319,3.5
431 N 62nd St,B-SiesU4hxIiL7rl7vzayA,"Cheesesteaks, Steakhouses, Salad, Burgers, Sandwiches, Restaurants",Philadelphia,39.9692157,-75.2430863,Jim's Steaks,19151,319,4.0
1138 Pine St,zfn7V7FVH5_J5A9dInfbnA,"Breakfast & Brunch, Restaurants, Cocktail Bars, Seafood, Salad, Bars, Nightlife",Philadelphia,39.94499,-75.161245,Pinefish,19107,318,3.5
1310 Frankford Ave,ILvJAuSP0sYWJKAQ-Goh4Q,"Event Planning & Services, Butcher, American (Traditional), American (New), Cooking Classes, Venues & Event Spaces, Arts & Crafts, Shopping, Restaurants, Food",Philadelphia,39.9705028,-75.1346993,Kensington Quarters,19125,318,4.0
117 Chestnut St,0R2yKDNMUztQwgo8pG4z-Q,"Restaurants, Breweries, Music Venues, Nightlife, American (New), Food, Arts & Entertainment",Philadelphia,39.948506,-75.143475,Triumph Brewing Company,19106,318,3.5
1038 Race St,cv-SmPhbpwQCtlI2Q7KJIQ,"Chinese, Japanese, Dim Sum, Sushi Bars, Restaurants, Szechuan",Philadelphia,39.9554771,-75.1572987,Sakura Mandarin,19107,318,3.5
220 S 16th St,-UJ7ZTb3zfmqZogmy3fnGg,"Wine Bars, Venues & Event Spaces, Event Planning & Services, Restaurants, Cocktail Bars, Italian, Bars, Nightlife",Philadelphia,39.949084,-75.167867,Bellini,19102,318,3.0
1528 Sansom St,HS5CfzQ_gOJHgqwtv9rvNQ,"American (New), Restaurants, Bars, Nightlife",Philadelphia,39.9502786,-75.1669645,Ladder 15,19102,317,3.0
4550 Mitchell St,i6DlLLxZ2iwQRxhUDx3TTg,"Mexican, Vegan, Restaurants",Philadelphia,40.0342316,-75.2191448,The Adobe Cafe,19128,317,3.5
2048 Sansom St,3lBooCffgkW7tVSG5kILBA,"Restaurants, Italian",Philadelphia,39.951348,-75.1751139,Porcini,19103,317,3.5
222 Market St,pVHbXwsqLxNzAx9rdwy2EA,"American (Traditional), Steakhouses, Nightlife, Bars, Seafood, Restaurants, Lounges",Philadelphia,39.9497397,-75.1445806,Marmont Steakhouse & Bar,19106,316,3.5
1424 South St,qcguEeAMP0XwFLYqhwX2hg,"Gluten-Free, Food, Bakeries, Restaurants, Vegan",Philadelphia,39.94362,-75.1664573,Sweet Freedom Bakery,19146,316,3.5
208 Race St,S9IFCU4FKCqEriV1Rr2ZcA,"Restaurants, American (New), Cafes, Nightlife, American (Traditional), Bars",Philadelphia,39.9537127,-75.1434447561,Race Street Cafe,19106,315,4.0
1127 Pine St,CuyQt_cUFS1i738GXTNciw,"Greek, Mediterranean, Restaurants",Philadelphia,39.9451062,-75.1606111,Effie's Restaurant,19107,315,3.5
202 E Girard Ave,AlxnbBd2JNkozNvI0OvRLQ,"Italian, Dive Bars, Sports Bars, Nightlife, Irish Pub, Restaurants, Bars, Pubs",Philadelphia,39.9689397,-75.1334333,Murph's Bar,19125,315,4.0
1006 Arch St,3yW8-dUi1wwCEf0URxUA7A,"Restaurants, Taiwanese, Bubble Tea, Juice Bars & Smoothies, Food, Coffee & Tea",Philadelphia,39.95349,-75.156748,Kung Fu Tea,19107,314,3.5
2146 E Susquehanna Ave,dpiaAGgEMm9Lf8dbx0yEJQ,"Food, Sandwiches, American (New), Cafes, Soup, Restaurants",Philadelphia,39.9798199,-75.129822,Soup Kitchen Cafe,19125,314,4.0
214 S 40th St,LnZvGYbqozanOSevcftnrw,"Sandwiches, Food, Burgers, Restaurants, Vegan, Desserts",Philadelphia,39.953549,-75.202991,HipCityVeg - University City,19104,314,4.0
3200 Chestnut St,YNzyPt4RdhDGUDlwxFtTQQ,"Bars, Tapas/Small Plates, Nightlife, Italian, Restaurants, Wine Bars, Pizza",Philadelphia,39.9536479551,-75.1891877265,Zavino,19104,314,4.0
1615 Chancellor St,0-JRAY0LpBazDuA9761U5w,"Salad, Italian, Pizza, Restaurants, Cafes",Philadelphia,39.94941083,-75.1686977423,Pizzeria Vetri,19103,313,4.0
2370 E Norris St,rOspf7E1Y8YAbVXTZyl-tQ,"Southern, Bars, Cocktail Bars, Restaurants, Nightlife, Barbeque, Sandwiches, Beer, Wine & Spirits, American (Traditional), Food, American (New), Gastropubs",Philadelphia,39.9768423,-75.1277643,Cedar Point Bar and Kitchen,19125,313,4.0
4800 Baltimore Ave,wopwoiKIllIzcggK7HkTmw,"American (Traditional), American (New), Restaurants, Food, Breakfast & Brunch, Coffee & Tea",Philadelphia,39.9481839,-75.2196691,The Gold Standard Cafe,19143,312,3.0
4243 Main St,hUX1yAimviBIhb21D_KtcQ,"Mexican, Restaurants, Bars, Tex-Mex, Nightlife",Philadelphia,40.0245627,-75.2209958,Cactus Restaurant & Bar,19127,312,3.0
903 N 2nd St,YaLKDgS_zIYIm6jkXWCxgA,"Restaurants, Italian, Sandwiches, Pizza",Philadelphia,39.9642199,-75.1404574,Rustica,19123,312,4.0
200 South St,K9cn-DrPEEXse1s1n-6mMw,"Breakfast & Brunch, Nightlife, Bars, American (Traditional), Restaurants",Philadelphia,39.9411136,-75.145825,Bridget Foy's,19147,312,3.5
630 South St,Jn4tRtjIuz6MBCykQySpeg,"Restaurants, Sandwiches, Event Planning & Services, Specialty Food, Food, Caterers, Cheesesteaks",Philadelphia,39.9419789,-75.1532317,Woodrow's Sandwich Shop,19147,312,4.5
1425 Walnut St,kj3Lyh9KooU8GcRBbMDQWQ,"Restaurants, Bakeries, Breakfast & Brunch, Coffee & Tea, Food, Belgian, French",Philadelphia,39.949621,-75.165252,Le Pain Quotidien,19102,312,3.5
212 S 12th St,eqNutOMnPqKa9QDAY6KfEw,"Food, Juice Bars & Smoothies, Coffee & Tea, Restaurants, Bakeries, Cafes",Philadelphia,39.948081,-75.1608093,J'aime French Bakery,19107,310,4.5
"1040 N American St, Ste 601",cbr2Db20L6P50CsxsX6c2A,"Food, Restaurants, Armenian, Middle Eastern, Mediterranean",Philadelphia,39.9673315908,-75.1404441921,Apricot Stone,19123,310,4.5
